149.114,,,
189.482,,,
16.9684,,,
14.6003,,,
23.4239,,,
185.219,,,
197.932,,,
2.84879,,,
94.8678,,,
112.206,,,
174.868,,,
102.18,,,
103.528,,,
46.345,,,
191.094,,,
79.1785,,,
116.318,,,
144.007,,,
158.974,,,
40.6201,,,
105.624,,,
175.648,,,
69.6792,,,
5.6564,,,
26.6984,,,
95.9654,,,
14.3805,,,
8.04533,,,
12.4231,,,
116.252,,,
43.3228,,,
100.515,,,
144.516,,,
13.0956,,,
169.293,,,
163.171,,,
186.867,,,
106.489,,,
176.315,,,
148.351,,,
85.2896,,,
151.69,,,
17.7944,,,
123.013,,,
33.9109,,,
83.2024,,,
134.956,,,
54.7261,,,
138.964,,,
0.929882,,,
196.883,,,
35.7176,,,
149.81,,,
155.962,,,
181.055,,,
32.6549,,,
90.8335,,,
5.66319,,,
98.4196,,,
118.177,,,
185.342,,,
41.3277,,,
46.9871,,,
95.5618,,,
117.673,,,
181.792,,,
122.529,,,
194.522,,,
169.929,,,
60.0349,,,
166.688,,,
166.072,,,
25.8893,,,
71.9279,,,
55.9318,,,
63.7472,,,
141.948,,,
96.6937,,,
80.2431,,,
146.603,,,
26.4205,,,
1.75749,,,
85.7283,,,
151.558,,,
7.13447,,,
128.493,,,
127.976,,,
70.9039,,,
76.5327,,,
145.46,,,
196.921,,,
26.8759,,,
178.403,,,
59.556,,,
93.8481,,,
7.65924,,,
56.9902,,,
122.418,,,
120.852,,,
173.42,,,
184.431,,,
174.191,,,
182.848,,,
197.728,,,
171.924,,,
199.504,,,
179.599,,,
177.909,,,
104.245,,,
120.151,,,
121.794,,,
82.9072,,,
76.1758,,,
37.9761,,,
37.4905,,,
107.931,,,
58.2965,,,
100.791,,,
81.2508,,,
71.5718,,,
163.925,,,
90.1006,,,
121.835,,,
67.0466,,,
39.5193,,,
162.674,,,
18.2896,,,
104.336,,,
33.5879,,,
111.883,,,
196.09,,,
187.37,,,
125.141,,,
74.4886,,,
197.054,,,
77.4792,,,
189.905,,,
20.9101,,,
155.002,,,
85.8329,,,
134.436,,,
183.408,,,
171.806,,,
6.65907,,,
158.768,,,
21.9255,,,
50.8614,,,
118.724,,,
168.235,,,
17.8204,,,
31.1415,,,
198.402,,,
150.484,,,
165.944,,,
100.896,,,
135.177,,,
16.7637,,,
157.071,,,
45.3597,,,
46.5303,,,
143.826,,,
59.1839,,,
14.1461,,,
57.7437,,,
36.654,,,
164.98,,,
163.791,,,
155.31,,,
50.4017,,,
69.6341,,,
35.8601,,,
107.011,,,
42.4857,,,
10.5828,,,
32.4243,,,
116.487,,,
54.9961,,,
91.3914,,,
3.81319,,,
184.51,,,
12.5301,,,
170.796,,,
20.606,,,
51.9234,,,
105.705,,,
108.548,,,
109.382,,,
76.9384,,,
1.58386,,,
69.47,,,
138.858,,,
123.434,,,
176.223,,,
11.7196,,,
58.1772,,,
19.738,,,
181.558,,,
108.467,,,
143.045,,,
188.294,,,
94.6641,,,
134.608,,,
57.9614,,,
29.7373,,,
199.478,,,
123.851,,,
28.0421,,,
169.921,,,
20.5619,,,
170.79,,,
61.2449,,,
51.9315,,,
7.44485,,,
151.602,,,
12.34,,,
1.55676,,,
43.9239,,,
176.83,,,
132.04,,,
154.959,,,
169.693,,,
58.1934,,,
165.397,,,
82.8615,,,
65.8215,,,
111.272,,,
52.6101,,,
76.4063,,,
176.73,,,
165.194,,,
0.307026,,,
68.4116,,,
50.6007,,,
68.2526,,,
130.647,,,
50.8747,,,
66.2642,,,
179.76,,,
41.3956,,,
163.385,,,
110.937,,,
74.2244,,,
155.252,,,
178.801,,,
164.579,,,
54.6146,,,
183.147,,,
39.8596,,,
41.131,,,
34.153,,,
196.671,,,
35.7604,,,
113.291,,,
79.4962,,,
139.887,,,
197.373,,,
89.9628,,,
1.90723,,,
29.6094,,,
75.5559,,,
117.418,,,
113.558,,,
194.455,,,
7.34924,,,
174.757,,,
160.901,,,
154.109,,,
98.669,,,
25.472,,,
79.6292,,,
6.38879,,,
105.257,,,
146.926,,,
44.9412,,,
84.7775,,,
56.3363,,,
132.504,,,
112.628,,,
39.1687,,,
121.815,,,
33.9683,,,
109.567,,,
37.0976,,,
74.8691,,,
56.0711,,,
10.697,,,
18.7036,,,
105.956,,,
58.6811,,,
63.8243,,,
0.359737,,,
80.8595,,,
55.3547,,,
133.91,,,
3.02959,,,
148.091,,,
71.2433,,,
23.3332,,,
152.197,,,
194.352,,,
20.633,,,
24.7779,,,
184.174,,,
22.6146,,,
120.786,,,
77.4659,,,
123.851,,,
179.076,,,
157.171,,,
39.85,,,
190.533,,,
43.2624,,,
191.712,,,
122.428,,,
110.948,,,
105.988,,,
171.247,,,
31.1591,,,
34.0619,,,
111.126,,,
150.676,,,
91.3349,,,
139.348,,,
148.703,,,
142.085,,,
121.635,,,
170.057,,,
135.532,,,
165.109,,,
94.7544,,,
141.797,,,
88.2997,,,
57.22,,,
141.09,,,
84.4106,,,
34.9408,,,
71.7038,,,
177.254,,,
122.434,,,
81.9504,,,
64.732,,,
183.221,,,
78.9263,,,
151.381,,,
128.875,,,
68.3485,,,
70.3534,,,
25.2248,,,
132.782,,,
171.779,,,
87.6947,,,
185.392,,,
4.47961,,,
6.97864,,,
33.6276,,,
102.521,,,
70.0409,,,
168.805,,,
110.098,,,
113.277,,,
126.094,,,
2.97033,,,
23.4702,,,
122.277,,,
9.67662,,,
4.65545,,,
0.632727,,,
113.599,,,
55.559,,,
160.194,,,
167.094,,,
50.3137,,,
60.5374,,,
59.9164,,,
199.015,,,
153.128,,,
37.5644,,,
169.4,,,
65.3537,,,
105.428,,,
44.6479,,,
81.9036,,,
59.8752,,,
86.6596,,,
124.733,,,
24.5467,,,
189.561,,,
100.229,,,
165.939,,,
4.07395,,,
127.076,,,
30.2994,,,
122.465,,,
52.0528,,,
3.62748,,,
101.889,,,
23.625,,,
51.0963,,,
185.075,,,
55.9599,,,
97.2705,,,
184.785,,,
141.656,,,
17.178,,,
37.2637,,,
72.8069,,,
179.898,,,
175.793,,,
181.217,,,
69.7515,,,
119.156,,,
132.592,,,
158.797,,,
99.9199,,,
173.414,,,
45.2691,,,
114.617,,,
96.8823,,,
98.6636,,,
152.965,,,
189.676,,,
59.4127,,,
192.065,,,
79.7211,,,
14.0917,,,
155.117,,,
115.059,,,
79.4499,,,
28.606,,,
112.241,,,
15.7091,,,
31.9846,,,
73.0952,,,
19.1941,,,
85.1388,,,
7.94333,,,
112.429,,,
14.1227,,,
152.205,,,
124.123,,,
35.0981,,,
74.6673,,,
72.1205,,,
51.0837,,,
199.608,,,
20.0631,,,
14.7961,,,
29.2909,,,
103.07,,,
150.448,,,
160.232,,,
165.15,,,
95.7804,,,
176.989,,,
36.6545,,,
92.6397,,,
112.736,,,
144.965,,,
175.999,,,
138.417,,,
154.364,,,
99.8392,,,
168.633,,,
38.129,,,
39.92,,,
93.0259,,,
56.7589,,,
33.4329,,,
198.229,,,
162.868,,,
177.911,,,
49.6958,,,
107.268,,,
153.909,,,
130.75,,,
94.5606,,,
180.506,,,
181.893,,,
134.863,,,
11.807,,,
27.0396,,,
7.57001,,,
179.743,,,
193.847,,,
5.06516,,,
29.7614,,,
180.243,,,
120.838,,,
36.8099,,,
188.42,,,
18.5163,,,
187.479,,,
133.993,,,
183.168,,,
67.7588,,,
106.919,,,
42.1403,,,
83.4036,,,
153.559,,,
115.123,,,
63.9938,,,
161.551,,,
49.2891,,,
106.388,,,
78.9851,,,
47.5352,,,
184.224,,,
61.3334,,,
197.404,,,
192.66,,,
17.1072,,,
109.992,,,
71.4996,,,
73.2553,,,
166.031,,,
91.1417,,,
138.397,,,
14.4623,,,
94.1691,,,
90.838,,,
134.669,,,
150.55,,,
22.9986,,,
163.607,,,
115.359,,,
45.8318,,,
189.121,,,
86.0669,,,
97.6892,,,
39.954,,,
94.1825,,,
98.264,,,
177.568,,,
194.779,,,
199.431,,,
143.555,,,
183.162,,,
58.5557,,,
172.877,,,
122.006,,,
55.656,,,
9.48721,,,
8.10192,,,
120.39,,,
139.403,,,
43.855,,,
86.6769,,,
117.502,,,
97.425,,,
108.704,,,
188.83,,,
83.0098,,,
43.7177,,,
91.5022,,,
186.163,,,
126.825,,,
129.884,,,
93.6704,,,
15.8662,,,
24.9295,,,
197.014,,,
17.6631,,,
193.901,,,
62.9981,,,
64.4923,,,
140.339,,,
15.8314,,,
44.5457,,,
102.489,,,
132.175,,,
87.5817,,,
155.247,,,
63.8386,,,
85.4557,,,
71.7735,,,
87.255,,,
138.905,,,
127.338,,,
11.3152,,,
130.847,,,
182.071,,,
35.8693,,,
146.644,,,
191.149,,,
111.171,,,
54.3054,,,
174.375,,,
145.857,,,
55.3083,,,
57.5035,,,
151.39,,,
127.97,,,
99.1286,,,
39.6658,,,
136.434,,,
20.3719,,,
167.515,,,
180.207,,,
106.319,,,
128.515,,,
196.963,,,
154.779,,,
122.635,,,
114.378,,,
168.231,,,
18.3872,,,
175.834,,,
44.9571,,,
175.967,,,
57.0697,,,
114.913,,,
48.8836,,,
159.941,,,
99.2952,,,
76.2486,,,
66.762,,,
140.742,,,
162.233,,,
143.97,,,
40.5228,,,
58.8765,,,
5.41407,,,
84.4328,,,
98.1547,,,
122.39,,,
84.7354,,,
30.4076,,,
117.501,,,
72.1519,,,
59.851,,,
44.2609,,,
56.2777,,,
66.3985,,,
157.137,,,
9.01991,,,
168.431,,,
75.4076,,,
32.263,,,
194.584,,,
0.00254893,,,
1.03663,,,
19.0114,,,
90.9277,,,
185.165,,,
148.021,,,
167.781,,,
80.2887,,,
181.709,,,
92.8627,,,
96.5523,,,
104.63,,,
60.9014,,,
120.966,,,
140.381,,,
48.0588,,,
187.785,,,
66.1637,,,
159.68,,,
89.7098,,,
177.499,,,
80.2034,,,
146.57,,,
120.836,,,
50.9187,,,
87.3245,,,
54.8092,,,
150.153,,,
75.2276,,,
51.1941,,,
13.9301,,,
167.286,,,
25.6073,,,
148.932,,,
40.4511,,,
196.466,,,
82.6583,,,
155.74,,,
167.656,,,
185.114,,,
17.4909,,,
10.0698,,,
183.912,,,
157.998,,,
104.349,,,
120.907,,,
41.6975,,,
38.1407,,,
19.4312,,,
111.811,,,
57.6404,,,
66.6231,,,
105.217,,,
150.198,,,
6.95274,,,
165.231,,,
149.136,,,
175.967,,,
192.785,,,
170.747,,,
29.3878,,,
168.18,,,
126.79,,,
18.069,,,
166.197,,,
168.667,,,
142.775,,,
89.487,,,
49.8633,,,
145.963,,,
68.8177,,,
29.4554,,,
174.552,,,
127.309,,,
37.7796,,,
118.568,,,
43.9449,,,
72.9988,,,
7.44139,,,
28.4727,,,
67.8417,,,
173.681,,,
1.49164,,,
185.72,,,
150.467,,,
148.957,,,
104.098,,,
24.9925,,,
102.962,,,
79.7448,,,
197.105,,,
98.4711,,,
169.22,,,
91.219,,,
40.1852,,,
123.129,,,
103.142,,,
88.2976,,,
49.9189,,,
188.539,,,
3.98588,,,
64.0431,,,
176.666,,,
118.219,,,
168.679,,,
160.594,,,
89.2672,,,
53.9625,,,
33.0919,,,
121.435,,,
