34,,,,
32,,,,
34,,,,
34,,,,
38,,,,
33,,,,
42,,,,
29,,,,
35,,,,
39,,,,
35,,,,
34,,,,
33,,,,
32,,,,
33,,,,
41,,,,
41,,,,
36,,,,
35,,,,
31,,,,
39,,,,
43,,,,
34,,,,
